DateTime,HeatDemand_Watts,AR_Watts,Tair_Celsius,Cumulative_Tomato_kg_m2
01-Jan-2022 00:00:00,0,1000,14,0
01-Jan-2022 00:10:00,1419.83929972276,1000,11.7417628076046,0
01-Jan-2022 00:20:00,2858.86082571472,1000,11.2473949067966,0
01-Jan-2022 00:30:00,3889.6481499717,1000,11.8962803039934,0
01-Jan-2022 00:40:00,4500.64746506057,1000,12.6911938597719,0
01-Jan-2022 00:50:00,4698.76610374526,1000,12.9832702083762,0
01-Jan-2022 01:00:00,4863.72212085007,1000,13.259523595153,0
01-Jan-2022 01:10:00,4938.28042453294,1000,13.4926453023267,0
01-Jan-2022 01:20:00,4995.89513371766,1000,13.7645887521398,0
01-Jan-2022 01:30:00,5056.29320500079,1000,13.9915416408544,0
01-Jan-2022 01:40:00,5130.8393682464,1000,14.1082487326597,0
01-Jan-2022 01:50:00,5216.85488350975,1000,14.2094938574304,0
01-Jan-2022 02:00:00,5363.61701697825,1000,14.228845758705,0
01-Jan-2022 02:10:00,5510.37915044674,1000,14.2481976599795,0
01-Jan-2022 02:20:00,5718.31006263716,1000,14.2260501530728,0
01-Jan-2022 02:30:00,5917.83661697756,1000,14.3627408878815,0
01-Jan-2022 02:40:00,6069.89121002278,1000,14.6122702114256,0
01-Jan-2022 02:50:00,6067.86385310002,1000,14.8586040144513,0
01-Jan-2022 03:00:00,6065.83649617726,1000,15.1049378174771,0
01-Jan-2022 03:10:00,6042.03246176078,1000,15.1243839513373,0
01-Jan-2022 03:20:00,6016.65384331812,1000,15.1274247497322,0
01-Jan-2022 03:30:00,6063.84678912584,1000,15.147221401853,0
01-Jan-2022 03:40:00,6142.28517967327,1000,15.1742322308634,0
01-Jan-2022 03:49:59,6220.7235702207,1000,15.2012430598738,0
01-Jan-2022 04:00:00,6283.28137383971,1000,15.2569132519555,0
01-Jan-2022 04:10:00,6344.93194459049,1000,15.3142207082188,0
01-Jan-2022 04:20:00,6399.55185511764,1000,15.3020985522236,0
01-Jan-2022 04:30:00,6424.75227468571,1000,14.9994512129369,0
01-Jan-2022 04:40:00,6449.95269425378,1000,14.6968038736502,0
01-Jan-2022 04:50:00,6463.51090017088,1000,14.6694808942201,0
01-Jan-2022 05:00:00,6473.94176423864,613.639037578973,14.8437996935738,0
01-Jan-2022 05:10:00,6481.71317169444,0,15.1026084584567,0
01-Jan-2022 05:20:00,6486.78054609153,0,14.8606403017679,0
01-Jan-2022 05:30:00,6489.90842120108,0,14.8414335498162,0
01-Jan-2022 05:40:00,6492.24064149283,0,14.9136118197802,0
01-Jan-2022 05:50:00,6494.57286178457,0,14.9857900897442,0
01-Jan-2022 06:00:00,6496.90508207632,0,15.0579683597082,0
01-Jan-2022 06:09:59,6497.70208396825,0,15.3012077250295,0
01-Jan-2022 06:20:00,6497.48919436114,0,15.4992390076065,0
01-Jan-2022 06:30:00,6494.29324694196,0,15.5591824179111,0
01-Jan-2022 06:40:00,6484.56815595251,0,15.6029952587689,0
